CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;TP_ATIVO;PR_PL_ATIVO
40.813.191/0001-25;CROSSTARGET FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES;2023-11-30;Cotas de fundos de investimento 409;99.96
40.813.191/0001-25;CROSSTARGET FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES;2023-11-30;Outras aplicações;0.04
40.814.284/0001-74;VTR CARTEIRA UNIVERSA PARALELO FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Ações;51.68
40.814.284/0001-74;VTR CARTEIRA UNIVERSA PARALELO FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Cotas de fundos de investimento 409;5.27
40.814.284/0001-74;VTR CARTEIRA UNIVERSA PARALELO FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Derivativos;0.04
40.814.284/0001-74;VTR CARTEIRA UNIVERSA PARALELO FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;5.46
40.814.284/0001-74;VTR CARTEIRA UNIVERSA PARALELO FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Títulos públicos federais;38.73
40.815.071/0001-67;ITAÚ IPCA ACTION RENDA FIXA LONGO PRAZO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;35.26
40.815.071/0001-67;ITAÚ IPCA ACTION RENDA FIXA LONGO PRAZO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Outras aplicações;2.11
40.815.071/0001-67;ITAÚ IPCA ACTION RENDA FIXA LONGO PRAZO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Outras cotas de fundos de investimento;2.11
40.815.071/0001-67;ITAÚ IPCA ACTION RENDA FIXA LONGO PRAZO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Títulos de crédito privado;24.45
40.815.071/0001-67;ITAÚ IPCA ACTION RENDA FIXA LONGO PRAZO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Títulos públicos federais;34.89
40.881.921/0001-25;ITAÚ IPCA ACTION RENDA FIXA LONGO PRAZO FUNDO DE INVESTIMENTO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;34.96
40.881.921/0001-25;ITAÚ IPCA ACTION RENDA FIXA LONGO PRAZO FUNDO DE INVESTIMENTO;2023-11-30;Outras aplicações;2.10
40.881.921/0001-25;ITAÚ IPCA ACTION RENDA FIXA LONGO PRAZO FUNDO DE INVESTIMENTO;2023-11-30;Outras cotas de fundos de investimento;2.10
40.881.921/0001-25;ITAÚ IPCA ACTION RENDA FIXA LONGO PRAZO FUNDO DE INVESTIMENTO;2023-11-30;Títulos de crédito privado;24.33
40.881.921/0001-25;ITAÚ IPCA ACTION RENDA FIXA LONGO PRAZO FUNDO DE INVESTIMENTO;2023-11-30;Títulos públicos federais;34.65
40.897.437/0001-94;KRATHUS FUNDO DE INVESTIMENTO EM AÇÕES;2023-11-30;Cotas de fundos de investimento 409;94.42
40.897.437/0001-94;KRATHUS FUNDO DE INVESTIMENTO EM AÇÕES;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;5.45
40.911.324/0001-04;BB TOP AÇÕES ASG BRASIL IS FUNDO DE INVESTIMENTO EM AÇÕES;2023-11-30;Ações;66.00
40.911.324/0001-04;BB TOP AÇÕES ASG BRASIL IS FUNDO DE INVESTIMENTO EM AÇÕES;2023-11-30;Derivativos;0.00
40.911.324/0001-04;BB TOP AÇÕES ASG BRASIL IS FUNDO DE INVESTIMENTO EM AÇÕES;2023-11-30;Operações Compromissadas lastreadas em títulos públicos Federais;29.00
40.911.324/0001-04;BB TOP AÇÕES ASG BRASIL IS FUNDO DE INVESTIMENTO EM AÇÕES;2023-11-30;Outras Aplicações;1.00
40.916.758/0001-99;BTG PACTUAL REFERENCE BITCOIN 20 FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Cotas de fundos de investimento 409;18.77
40.916.758/0001-99;BTG PACTUAL REFERENCE BITCOIN 20 FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Investimento no exterior;0.00
40.916.758/0001-99;BTG PACTUAL REFERENCE BITCOIN 20 FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;8.27
40.916.758/0001-99;BTG PACTUAL REFERENCE BITCOIN 20 FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Outras aplicações;0.00
40.916.758/0001-99;BTG PACTUAL REFERENCE BITCOIN 20 FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Títulos públicos federais;74.91
40.919.348/0001-00;VINCI STB FUNDO DE INVESTIMENTO EM AÇÕES;2023-11-30;Ações;92.96
40.919.348/0001-00;VINCI STB FUNDO DE INVESTIMENTO EM AÇÕES;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;6.14
40.920.066/0001-14;DAO MULTIFACTOR LONG BIASED FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Ações;0.00
40.920.066/0001-14;DAO MULTIFACTOR LONG BIASED FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Cotas de fundos de investimento 409;100.11
40.920.066/0001-14;DAO MULTIFACTOR LONG BIASED FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;0.06
40.920.066/0001-14;DAO MULTIFACTOR LONG BIASED FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Outras aplicações;0.00
40.920.230/0001-93;VITREO COBRE FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Derivativos;0.00
40.920.230/0001-93;VITREO COBRE FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;21.53
40.920.230/0001-93;VITREO COBRE FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Outras aplicações;0.00
40.920.230/0001-93;VITREO COBRE FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Títulos públicos federais;79.88
40.936.273/0001-67;LESTE MASTER AÇÕES SELECTION FUNDO DE INVESTIMENTO EM AÇÕES;2023-11-30;Ações;97.29
40.936.273/0001-67;LESTE MASTER AÇÕES SELECTION FUNDO DE INVESTIMENTO EM AÇÕES;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;2.32
40.936.273/0001-67;LESTE MASTER AÇÕES SELECTION FUNDO DE INVESTIMENTO EM AÇÕES;2023-11-30;Outras aplicações;0.39
40.936.530/0001-60;VITREO PETRÓLEO FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Ações;21.25
40.936.530/0001-60;VITREO PETRÓLEO FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Derivativos;0.00
40.936.530/0001-60;VITREO PETRÓLEO FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;18.35
40.936.530/0001-60;VITREO PETRÓLEO FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Outras aplicações;0.00
40.936.530/0001-60;VITREO PETRÓLEO FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Títulos públicos federais;59.74
40.938.273/0001-04;TRACK BOLSA AMERICANA FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Derivativos;0.35
40.938.273/0001-04;TRACK BOLSA AMERICANA FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;9.15
40.938.273/0001-04;TRACK BOLSA AMERICANA FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Outras aplicações;0.00
40.938.273/0001-04;TRACK BOLSA AMERICANA FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Títulos públicos federais;91.91
40.946.818/0001-16;BB AÇÕES ASG BRASIL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Cotas de Fundos de Investimento 555;98.00
40.946.818/0001-16;BB AÇÕES ASG BRASIL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Depósitos a prazo e outros títulos de instituições financeiras;0.00
40.946.818/0001-16;BB AÇÕES ASG BRASIL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Operações Compromissadas lastreadas em títulos públicos Federais;0.00
40.946.818/0001-16;BB AÇÕES ASG BRASIL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Outras Aplicações;0.00
40.946.818/0001-16;BB AÇÕES ASG BRASIL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Títulos Publicos Federais;0.00
40.950.417/0001-30;BB ESPELHO AÇÕES VERDE AM LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FIA;2023-11-30;Cotas de Fundos de Investimento 555;97.00
40.950.417/0001-30;BB ESPELHO AÇÕES VERDE AM LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FIA;2023-11-30;Operações Compromissadas lastreadas em títulos públicos Federais;2.00
40.950.417/0001-30;BB ESPELHO AÇÕES VERDE AM LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FIA;2023-11-30;Outras Aplicações;0.00
40.950.417/0001-30;BB ESPELHO AÇÕES VERDE AM LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FIA;2023-11-30;Títulos Publicos Federais;0.00
40.963.311/0001-70;NU INFRA FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA CRÉDITO PRIVADO MASTER I;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;9.46
40.963.311/0001-70;NU INFRA FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA CRÉDITO PRIVADO MASTER I;2023-11-30;Outras aplicações;0.00
40.963.311/0001-70;NU INFRA FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA CRÉDITO PRIVADO MASTER I;2023-11-30;Títulos de crédito privado;90.55
40.982.939/0001-13;TRÓPICO ENOK FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Ações;84.88
40.982.939/0001-13;TRÓPICO ENOK FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Derivativos;10.25
40.982.939/0001-13;TRÓPICO ENOK FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;2.25
40.982.939/0001-13;TRÓPICO ENOK FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Outras aplicações;0.00
40.982.939/0001-13;TRÓPICO ENOK FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Títulos públicos federais;8.35
40.992.756/0001-89;ITAÚ VÉRTICE OPTIMUS TITAN MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Ações;4.17
40.992.756/0001-89;ITAÚ VÉRTICE OPTIMUS TITAN MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Cotas de fundos de investimento 409;16.45
40.992.756/0001-89;ITAÚ VÉRTICE OPTIMUS TITAN MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;0.47
40.992.756/0001-89;ITAÚ VÉRTICE OPTIMUS TITAN MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Títulos públicos federais;62.95
40.993.411/0001-40;ITAÚ VÉRTICE OPTIMUS RENDA FIXA LONGO PRAZO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Cotas de fundos de investimento 409;4.47
40.993.411/0001-40;ITAÚ VÉRTICE OPTIMUS RENDA FIXA LONGO PRAZO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Derivativos;-0.02
40.993.411/0001-40;ITAÚ VÉRTICE OPTIMUS RENDA FIXA LONGO PRAZO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;16.36
40.993.411/0001-40;ITAÚ VÉRTICE OPTIMUS RENDA FIXA LONGO PRAZO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Títulos públicos federais;74.81
40.999.141/0001-84;FUTURA CAPITAL FUNDO DE INVESTIMENTO EM AÇÕES BDR NÍVEL I;2023-11-30;Ações;63.14
40.999.141/0001-84;FUTURA CAPITAL FUNDO DE INVESTIMENTO EM AÇÕES BDR NÍVEL I;2023-11-30;Cotas de Fundos de Investimento 409;1.30
40.999.141/0001-84;FUTURA CAPITAL FUNDO DE INVESTIMENTO EM AÇÕES BDR NÍVEL I;2023-11-30;Operações Compromissadas Lastreadas em Títulos Públicos Federais;34.73
40.999.141/0001-84;FUTURA CAPITAL FUNDO DE INVESTIMENTO EM AÇÕES BDR NÍVEL I;2023-11-30;Outras Aplicações;1.71
40.999.141/0001-84;FUTURA CAPITAL FUNDO DE INVESTIMENTO EM AÇÕES BDR NÍVEL I;2023-11-30;Títulos Públicos Federais;10.34
41.000.655/0001-47;GIANT ZARATHUSTRA CSHG FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Cotas de Fundos de Investimento 555;0.09
41.000.655/0001-47;GIANT ZARATHUSTRA CSHG FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Outras Cotas de Fundos de Investimento;100.00
41.000.655/0001-47;GIANT ZARATHUSTRA CSHG FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Outros;0.01
41.000.705/0001-96;BRNTT FUNDO DE INVESTIMENTO EM AÇÕES BDR NÍVEL I;2023-11-30;Ações;73.55
41.000.705/0001-96;BRNTT FUNDO DE INVESTIMENTO EM AÇÕES BDR NÍVEL I;2023-11-30;Cotas de Fundos de Investimento 409;1.62
41.000.705/0001-96;BRNTT FUNDO DE INVESTIMENTO EM AÇÕES BDR NÍVEL I;2023-11-30;Derivativos;0.70
41.000.705/0001-96;BRNTT FUNDO DE INVESTIMENTO EM AÇÕES BDR NÍVEL I;2023-11-30;Operações Compromissadas Lastreadas em Títulos Públicos Federais;15.67
41.000.705/0001-96;BRNTT FUNDO DE INVESTIMENTO EM AÇÕES BDR NÍVEL I;2023-11-30;Títulos Públicos Federais;25.86
41.019.748/0001-13;MAM ZC TESOURO SELIC FI RENDA FIXA DI SOBERANO;2023-11-30;Renda Fixa;100.05
41.036.490/0001-63;INTER ACCESS ARBOR FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM ACOES BDR NIVEL 1;2023-11-30;Cotas de Fundos de Investimento 555;97.93
41.036.490/0001-63;INTER ACCESS ARBOR FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM ACOES BDR NIVEL 1;2023-11-30;Operações Compromissadas Lastreadas em Títulos Públicos Federais;2.19
41.044.877/0001-61;LESTE AÇÕES SELECTION FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES;2023-11-30;Cotas de fundos de investimento 409;99.78
41.044.877/0001-61;LESTE AÇÕES SELECTION FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;0.33
41.044.877/0001-61;LESTE AÇÕES SELECTION FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES;2023-11-30;Outras aplicações;0.00
41.054.588/0001-43;PARCITAS HEDGE MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Cotas de fundos de investimento;51.27
41.054.588/0001-43;PARCITAS HEDGE MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Derivativos;0.58
41.054.588/0001-43;PARCITAS HEDGE MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Investimento no exterior;19.03
41.054.588/0001-43;PARCITAS HEDGE MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Títulos públicos federais;29.14
41.054.738/0001-19;OCCAM RETORNO ABSOLUTO STB FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Ações;67.74
41.054.738/0001-19;OCCAM RETORNO ABSOLUTO STB FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Derivativos;11.15
41.054.738/0001-19;OCCAM RETORNO ABSOLUTO STB FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Investimento no exterior;18.64
41.054.738/0001-19;OCCAM RETORNO ABSOLUTO STB FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Operações  compromissadas  lastreadas  em  títulos públicos federais;1.11
41.054.738/0001-19;OCCAM RETORNO ABSOLUTO STB FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Títulos públicos federais;2.89
41.055.241/0001-15;ITAÚ HEDGE PLUS ADVISORY MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Cotas de fundos de investimento 409;0.10
41.055.241/0001-15;ITAÚ HEDGE PLUS ADVISORY MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Outras cotas de fundos de investimento;100.04
41.075.440/0001-95;CANVAS ENDURO ADVISORY FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Cotas de fundos de investimento;99.21
41.075.440/0001-95;CANVAS ENDURO ADVISORY FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Operações  compromissadas  lastreadas  em  títulos públicos federais;0.43
41.075.440/0001-95;CANVAS ENDURO ADVISORY FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Títulos públicos federais;0.53
41.075.637/0001-24;ABSOLUTE VERTEX WHG FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Ações;5.78
41.075.637/0001-24;ABSOLUTE VERTEX WHG FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Cotas de fundos de investimento;5.72
41.075.637/0001-24;ABSOLUTE VERTEX WHG FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Investimento no exterior;15.35
41.075.637/0001-24;ABSOLUTE VERTEX WHG FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Operações  compromissadas  lastreadas  em  títulos públicos federais;22.01
41.075.637/0001-24;ABSOLUTE VERTEX WHG FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Títulos públicos federais;51.29
41.075.713/0001-00;GIANT DARIUS ADVISORY FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Ações;5.59
41.075.713/0001-00;GIANT DARIUS ADVISORY FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Cotas de fundos de investimento;2.68
41.075.713/0001-00;GIANT DARIUS ADVISORY FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Investimento no exterior;10.79
41.075.713/0001-00;GIANT DARIUS ADVISORY FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Operações  compromissadas  lastreadas  em  títulos públicos federais;1.16
41.075.713/0001-00;GIANT DARIUS ADVISORY FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Títulos públicos federais;80.29
41.088.110/0001-34;LEGACY CAPITAL MFO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Cotas de Fundos de Investimento 555;100.14
41.088.110/0001-34;LEGACY CAPITAL MFO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Outros;0.01
41.088.682/0001-13;RBR REITS US EM REAIS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES BDR NÍVEL I;2023-11-30;Cotas de fundos de investimento 409;99.73
41.088.682/0001-13;RBR REITS US EM REAIS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES BDR NÍVEL I;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;1.03
41.088.682/0001-13;RBR REITS US EM REAIS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES BDR NÍVEL I;2023-11-30;Outras aplicações;0.00
41.090.953/0001-75;MANAGER VISTA HEDGE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Cotas de fundos de investimento 409;100.00
41.111.482/0001-34;JGP CORPORATE PLUS FI EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO FEEDER XI;2023-11-30;Depósitos  a  prazo  e  outros  títulos  de  instituições financeiras;13.44
41.111.482/0001-34;JGP CORPORATE PLUS FI EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO FEEDER XI;2023-11-30;Operações  compromissadas  lastreadas  em  títulos públicos federais;9.75
41.111.482/0001-34;JGP CORPORATE PLUS FI EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO FEEDER XI;2023-11-30;Outras aplicações;3.91
41.111.482/0001-34;JGP CORPORATE PLUS FI EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO FEEDER XI;2023-11-30;Outras cotas de fundos de investimento;6.24
41.111.482/0001-34;JGP CORPORATE PLUS FI EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO FEEDER XI;2023-11-30;Títulos de crédito privado;65.88
41.124.638/0001-11;ITAÚ INSTITUCIONAL OPTIMUS TITAN MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMEN;2023-11-30;Ações;4.23
41.124.638/0001-11;ITAÚ INSTITUCIONAL OPTIMUS TITAN MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMEN;2023-11-30;Cotas de fundos de investimento 409;16.69
41.124.638/0001-11;ITAÚ INSTITUCIONAL OPTIMUS TITAN MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMEN;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;0.13
41.124.638/0001-11;ITAÚ INSTITUCIONAL OPTIMUS TITAN MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMEN;2023-11-30;Títulos públicos federais;63.70
41.128.024/0001-08;ABSOLUTE VERTEX OSTRUM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Ações;5.78
41.128.024/0001-08;ABSOLUTE VERTEX OSTRUM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Cotas de fundos de investimento;5.72
41.128.024/0001-08;ABSOLUTE VERTEX OSTRUM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Investimento no exterior;15.36
41.128.024/0001-08;ABSOLUTE VERTEX OSTRUM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Operações  compromissadas  lastreadas  em  títulos públicos federais;22.05
41.128.024/0001-08;ABSOLUTE VERTEX OSTRUM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Títulos públicos federais;51.37
41.128.407/0001-86;NEST LEVEL FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Ações;0.63
41.128.407/0001-86;NEST LEVEL FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Cotas de fundos de investimento;24.52
41.128.407/0001-86;NEST LEVEL FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Investimento no exterior;10.27
41.128.407/0001-86;NEST LEVEL FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Outras aplicações;3.30
41.128.407/0001-86;NEST LEVEL FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Títulos públicos federais;57.90
41.132.907/0001-91;ITAÚ QUANTAMENTAL HEDGE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Ações;47.82
41.132.907/0001-91;ITAÚ QUANTAMENTAL HEDGE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Cotas de fundos de investimento 409;27.00
41.132.907/0001-91;ITAÚ QUANTAMENTAL HEDGE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Derivativos;-0.44
41.132.907/0001-91;ITAÚ QUANTAMENTAL HEDGE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;15.00
41.132.907/0001-91;ITAÚ QUANTAMENTAL HEDGE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Títulos públicos federais;12.94
41.132.979/0001-39;ITAÚ QUANTAMENTAL GEMS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2023-11-30;Ações;0.05
41.132.979/0001-39;ITAÚ QUANTAMENTAL GEMS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2023-11-30;Cotas de fundos de investimento 409;98.99
41.132.979/0001-39;ITAÚ QUANTAMENTAL GEMS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;0.01
